order_id,order_date,month,customer_id,customer_name,city,segment,sales_channel,status,product_id,product_name,category,quantity,unit_price_at_order,unit_cost,gross_sales,discount_amount,net_sales,cost_amount,profit
O00009,2026-01-11 15:01:00,2026-01,C0033,Youssef Hassan,Dammam,New,web,refunded,P018,Fitness Item 18,Fitness,2,51.76,25.63,103.52,0.0,103.52,51.26,52.26
O00009,2026-01-11 15:01:00,2026-01,C0033,Youssef Hassan,Dammam,New,web,refunded,P020,Electronics Item 20,Electronics,3,339.88,186.68,1019.64,0.0,1019.64,560.04,459.6
O00009,2026-01-11 15:01:00,2026-01,C0033,Youssef Hassan,Dammam,New,web,refunded,P002,Electronics Item 2,Electronics,2,249.77,148.0,499.54,0.0,499.54,296.0,203.54000000000002
O00010,2026-03-25 02:49:00,2026-03,C0029,Khaled Fathy,Riyadh,Returning,web,refunded,P002,Electronics Item 2,Electronics,1,249.77,148.0,249.77,0.0,249.77,148.0,101.77000000000001
O00010,2026-03-25 02:49:00,2026-03,C0029,Khaled Fathy,Riyadh,Returning,web,refunded,P016,Accessories Item 16,Accessories,1,43.83,20.74,43.83,0.0,43.83,20.74,23.09
O00011,2026-01-26 00:39:00,2026-01,C0032,Mona Mahmoud,Cairo,Returning,mobile,completed,P018,Fitness Item 18,Fitness,5,51.76,25.63,258.8,0.0,258.8,128.15,130.65
O00012,2026-03-27 03:36:00,2026-03,C0061,Mariam Sayed,Dammam,Returning,partner,completed,P016,Accessories Item 16,Accessories,2,43.83,20.74,87.66,13.149,74.511,41.48,33.031
O00012,2026-03-27 03:36:00,2026-03,C0061,Mariam Sayed,Dammam,Returning,partner,completed,P010,Fitness Item 10,Fitness,1,296.73,186.54,296.73,44.50950000000001,252.22050000000002,186.54,65.68050000000002
O00012,2026-03-27 03:36:00,2026-03,C0061,Mariam Sayed,Dammam,Returning,partner,completed,P003,Electronics Item 3,Electronics,2,361.37,258.68,722.74,108.411,614.329,517.36,96.96899999999994
O00012,2026-03-27 03:36:00,2026-03,C0061,Mariam Sayed,Dammam,Returning,partner,completed,P002,Electronics Item 2,Electronics,4,249.77,148.0,999.08,149.862,849.2180000000001,592.0,257.2180000000001
O00013,2026-02-17 05:38:00,2026-02,C0033,Youssef Hassan,Dammam,New,web,cancelled,P002,Electronics Item 2,Electronics,5,249.77,148.0,1248.8500000000001,0.0,1248.8500000000001,740.0,508.85000000000014
O00013,2026-02-17 05:38:00,2026-02,C0033,Youssef Hassan,Dammam,New,web,cancelled,P016,Accessories Item 16,Accessories,1,43.83,20.74,43.83,0.0,43.83,20.74,23.09
O00014,2026-01-14 18:01:00,2026-01,C0040,Nour Hassan,Cairo,VIP,partner,completed,P002,Electronics Item 2,Electronics,1,249.77,148.0,249.77,12.488500000000002,237.2815,148.0,89.2815
O00014,2026-01-14 18:01:00,2026-01,C0040,Nour Hassan,Cairo,VIP,partner,completed,P004,Fitness Item 4,Uncategorized,4,82.5,54.36,330.0,16.5,313.5,217.44,96.06
O00014,2026-01-14 18:01:00,2026-01,C0040,Nour Hassan,Cairo,VIP,partner,completed,P015,Home Item 15,Home,5,197.31,119.65,986.55,49.3275,937.2225,598.25,338.97249999999997
O00015,2026-01-10 18:44:00,2026-01,C0026,Mostafa Mahmoud,Cairo,Returning,mobile,refunded,P005,Stationery Item 5,Stationery,4,17.79,8.79,71.16,0.0,71.16,35.16,36.0
O00015,2026-01-10 18:44:00,2026-01,C0026,Mostafa Mahmoud,Cairo,Returning,mobile,refunded,P007,Electronics Item 7,Electronics,3,532.56,274.62,1597.6799999999998,0.0,1597.6799999999998,823.86,773.8199999999998
O00015,2026-01-10 18:44:00,2026-01,C0026,Mostafa Mahmoud,Cairo,Returning,mobile,refunded,P015,Home Item 15,Home,2,197.31,119.65,394.62,0.0,394.62,239.3,155.32
O00015,2026-01-10 18:44:00,2026-01,C0026,Mostafa Mahmoud,Cairo,Returning,mobile,refunded,P001,Accessories Item 1,Accessories,3,99.69,49.27,299.07,0.0,299.07,147.81,151.26
O00016,2026-03-29 19:51:00,2026-03,C0039,Hana Adel,Riyadh,New,web,completed,P006,Electronics Item 6,Electronics,2,593.11,420.0,1186.22,0.0,1186.22,840.0,346.22
O00016,2026-03-29 19:51:00,2026-03,C0039,Hana Adel,Riyadh,New,web,completed,P013,Stationery Item 13,Stationery,3,36.2,24.37,108.60000000000001,0.0,108.60000000000001,73.11,35.49000000000001
O00017,2026-02-24 21:23:00,2026-02,C0069,Farah Hassan,Alexandria,New,branch,completed,P013,Stationery Item 13,Stationery,2,36.2,24.37,72.4,0.0,72.4,48.74,23.660000000000004
O00018,2026-03-04 03:27:00,2026-03,C0054,Nour Ibrahim,Jeddah,New,partner,completed,P016,Accessories Item 16,Accessories,1,43.83,20.74,43.83,6.5745,37.2555,20.74,16.5155
O00018,2026-03-04 03:27:00,2026-03,C0054,Nour Ibrahim,Jeddah,New,partner,completed,P009,Electronics Item 9,Electronics,1,361.92,249.88,361.92,54.288000000000004,307.632,249.88,57.75200000000001
O00019,2026-02-25 05:46:00,2026-02,C0020,Dina Fathy,Abu Dhabi,VIP,branch,cancelled,P011,Stationery Item 11,Stationery,1,25.67,17.09,25.67,2.5670000000000006,23.103,17.09,6.013000000000002
O00019,2026-02-25 05:46:00,2026-02,C0020,Dina Fathy,Abu Dhabi,VIP,branch,cancelled,P001,Accessories Item 1,Accessories,1,99.69,49.27,99.69,9.969,89.721,49.27,40.451
O00019,2026-02-25 05:46:00,2026-02,C0020,Dina Fathy,Abu Dhabi,VIP,branch,cancelled,P008,Fitness Item 8,Fitness,1,155.43,163.2,155.43,15.543000000000001,139.887,163.2,-23.312999999999988
O00019,2026-02-25 05:46:00,2026-02,C0020,Dina Fathy,Abu Dhabi,VIP,branch,cancelled,P011,Stationery Item 11,Stationery,1,25.67,17.09,25.67,2.5670000000000006,23.103,17.09,6.013000000000002
O00020,2026-03-03 14:27:00,2026-03,C0069,Farah Hassan,Alexandria,New,branch,refunded,P006,Electronics Item 6,Electronics,1,593.11,420.0,593.11,0.0,593.11,420.0,173.11
O00020,2026-03-03 14:27:00,2026-03,C0069,Farah Hassan,Alexandria,New,branch,refunded,P010,Fitness Item 10,Fitness,2,296.73,186.54,593.46,0.0,593.46,373.08,220.38000000000005
O00020,2026-03-03 14:27:00,2026-03,C0069,Farah Hassan,Alexandria,New,branch,refunded,P010,Fitness Item 10,Fitness,1,296.73,186.54,296.73,0.0,296.73,186.54,110.19000000000003
O00021,2026-01-12 08:56:00,2026-01,C0032,Mona Mahmoud,Cairo,Returning,mobile,completed,P016,Accessories Item 16,Accessories,1,43.83,20.74,43.83,2.1914999999999996,41.6385,20.74,20.898500000000002
O00021,2026-01-12 08:56:00,2026-01,C0032,Mona Mahmoud,Cairo,Returning,mobile,completed,P020,Electronics Item 20,Electronics,1,339.88,186.68,339.88,16.994,322.88599999999997,186.68,136.20599999999996
O00022,2026-03-20 21:24:00,2026-03,C0073,Laila Nabil,Dubai,Returning,web,completed,P018,Fitness Item 18,Fitness,3,51.76,25.63,155.28,7.763999999999999,147.516,76.89,70.62599999999999
O00022,2026-03-20 21:24:00,2026-03,C0073,Laila Nabil,Dubai,Returning,web,completed,P008,Fitness Item 8,Fitness,2,155.43,163.2,310.86,15.543000000000001,295.317,326.4,-31.08299999999997
O00022,2026-03-20 21:24:00,2026-03,C0073,Laila Nabil,Dubai,Returning,web,completed,P003,Electronics Item 3,Electronics,2,361.37,258.68,722.74,36.137,686.6030000000001,517.36,169.24300000000005
O00022,2026-03-20 21:24:00,2026-03,C0073,Laila Nabil,Dubai,Returning,web,completed,P012,Fitness Item 12,Fitness,1,145.22,104.86,145.22,7.261,137.959,104.86,33.099000000000004
O00023,2026-01-24 15:13:00,2026-01,C0042,Sara Fathy,Cairo,New,branch,completed,P018,Fitness Item 18,Fitness,4,51.76,25.63,207.04,0.0,207.04,102.52,104.52
O00024,2026-03-18 22:56:00,2026-03,C0036,Tarek Nabil,Dubai,VIP,web,completed,P006,Electronics Item 6,Electronics,1,593.11,420.0,593.11,59.31100000000001,533.799,420.0,113.79899999999998
O00024,2026-03-18 22:56:00,2026-03,C0036,Tarek Nabil,Dubai,VIP,web,completed,P004,Fitness Item 4,Uncategorized,2,82.5,54.36,165.0,16.5,148.5,108.72,39.78
O00025,2026-01-11 07:46:00,2026-01,C0025,Nada Hassan,Dammam,New,partner,completed,P003,Electronics Item 3,Electronics,4,361.37,258.68,1445.48,144.548,1300.932,1034.72,266.212
O00025,2026-01-11 07:46:00,2026-01,C0025,Nada Hassan,Dammam,New,partner,completed,P002,Electronics Item 2,Electronics,2,249.77,148.0,499.54,49.95400000000001,449.586,296.0,153.586
O00025,2026-01-11 07:46:00,2026-01,C0025,Nada Hassan,Dammam,New,partner,completed,P015,Home Item 15,Home,2,197.31,119.65,394.62,39.461999999999996,355.158,239.3,115.858
O00025,2026-01-11 07:46:00,2026-01,C0025,Nada Hassan,Dammam,New,partner,completed,P010,Fitness Item 10,Fitness,3,296.73,186.54,890.19,89.01900000000002,801.171,559.62,241.55100000000004
O00026,2026-03-30 15:41:00,2026-03,C0031,Karim Mahmoud,Alexandria,Returning,partner,refunded,P007,Electronics Item 7,Electronics,2,532.56,274.62,1065.12,53.25599999999999,1011.8639999999999,549.24,462.6239999999999
O00027,2026-01-12 09:14:00,2026-01,C0003,Nada Farouk,Cairo,Returning,mobile,completed,P003,Electronics Item 3,Electronics,2,361.37,258.68,722.74,0.0,722.74,517.36,205.38
O00027,2026-01-12 09:14:00,2026-01,C0003,Nada Farouk,Cairo,Returning,mobile,completed,P003,Electronics Item 3,Electronics,5,361.37,258.68,1806.85,0.0,1806.85,1293.4,513.4499999999998
O00027,2026-01-12 09:14:00,2026-01,C0003,Nada Farouk,Cairo,Returning,mobile,completed,P010,Fitness Item 10,Fitness,1,296.73,186.54,296.73,0.0,296.73,186.54,110.19000000000003
O00028,2026-02-17 15:35:00,2026-02,C0075,Tarek Nabil,Dubai,Returning,branch,cancelled,P012,Fitness Item 12,Fitness,5,145.22,104.86,726.1,36.305,689.7950000000001,524.3,165.49500000000012
O00028,2026-02-17 15:35:00,2026-02,C0075,Tarek Nabil,Dubai,Returning,branch,cancelled,P013,Stationery Item 13,Stationery,1,36.2,24.37,36.2,1.81,34.39,24.37,10.02
O00028,2026-02-17 15:35:00,2026-02,C0075,Tarek Nabil,Dubai,Returning,branch,cancelled,P018,Fitness Item 18,Fitness,1,51.76,25.63,51.76,2.588,49.172,25.63,23.541999999999998
O00028,2026-02-17 15:35:00,2026-02,C0075,Tarek Nabil,Dubai,Returning,branch,cancelled,P004,Fitness Item 4,Uncategorized,1,82.5,54.36,82.5,4.125,78.375,54.36,24.015
O00029,2026-02-12 11:44:00,2026-02,C0071,Tarek Farouk,Alexandria,Returning,branch,completed,P008,Fitness Item 8,Fitness,3,155.43,163.2,466.29,0.0,466.29,489.59999999999997,-23.309999999999945
O00029,2026-02-12 11:44:00,2026-02,C0071,Tarek Farouk,Alexandria,Returning,branch,completed,P010,Fitness Item 10,Fitness,2,296.73,186.54,593.46,0.0,593.46,373.08,220.38000000000005
O00030,2026-01-30 03:46:00,2026-01,C0033,Youssef Hassan,Dammam,New,branch,completed,P018,Fitness Item 18,Fitness,1,51.76,25.63,51.76,0.0,51.76,25.63,26.13
O00030,2026-01-30 03:46:00,2026-01,C0033,Youssef Hassan,Dammam,New,branch,completed,P015,Home Item 15,Home,1,197.31,119.65,197.31,0.0,197.31,119.65,77.66
O00030,2026-01-30 03:46:00,2026-01,C0033,Youssef Hassan,Dammam,New,branch,completed,P004,Fitness Item 4,Uncategorized,1,82.5,54.36,82.5,0.0,82.5,54.36,28.14
O00030,2026-01-30 03:46:00,2026-01,C0033,Youssef Hassan,Dammam,New,branch,completed,P020,Electronics Item 20,Electronics,3,339.88,186.68,1019.64,0.0,1019.64,560.04,459.6
O00031,2026-03-30 05:12:00,2026-03,C0069,Farah Hassan,Alexandria,New,partner,completed,P008,Fitness Item 8,Fitness,1,155.43,163.2,155.43,0.0,155.43,163.2,-7.769999999999982
O00032,2026-03-09 19:18:00,2026-03,C0076,Tarek Samir,Dubai,VIP,mobile,completed,P015,Home Item 15,Home,2,197.31,119.65,394.62,0.0,394.62,239.3,155.32
O00033,2026-02-16 05:19:00,2026-02,C0030,Mostafa Fathy,Dammam,Returning,mobile,completed,P008,Fitness Item 8,Fitness,3,155.43,163.2,466.29,0.0,466.29,489.59999999999997,-23.309999999999945
O00034,2026-01-07 17:18:00,2026-01,C0006,Nour Ali,Dubai,Returning,mobile,refunded,P018,Fitness Item 18,Fitness,1,51.76,25.63,51.76,7.763999999999999,43.995999999999995,25.63,18.365999999999996
O00034,2026-01-07 17:18:00,2026-01,C0006,Nour Ali,Dubai,Returning,mobile,refunded,P002,Electronics Item 2,Electronics,1,249.77,148.0,249.77,37.4655,212.30450000000002,148.0,64.30450000000002
O00035,2026-01-14 00:36:00,2026-01,C0063,Tarek Farouk,Giza,New,partner,completed,P019,Stationery Item 19,Stationery,1,28.68,18.98,28.68,1.4340000000000002,27.246,18.98,8.265999999999998
O00035,2026-01-14 00:36:00,2026-01,C0063,Tarek Farouk,Giza,New,partner,completed,P011,Stationery Item 11,Stationery,1,25.67,17.09,25.67,1.2835000000000003,24.3865,17.09,7.296500000000002
O00036,2026-02-13 05:03:00,2026-02,C0057,Youssef Samir,Dubai,New,partner,completed,P014,Stationery Item 14,Stationery,1,19.65,13.27,19.65,0.0,19.65,13.27,6.379999999999999
O00036,2026-02-13 05:03:00,2026-02,C0057,Youssef Samir,Dubai,New,partner,completed,P019,Stationery Item 19,Stationery,4,28.68,18.98,114.72,0.0,114.72,75.92,38.8
O00037,2026-02-21 15:04:00,2026-02,C0009,Mona Mahmoud,Unknown,New,web,cancelled,P018,Fitness Item 18,Fitness,2,51.76,25.63,103.52,0.0,103.52,51.26,52.26
O00037,2026-02-21 15:04:00,2026-02,C0009,Mona Mahmoud,Unknown,New,web,cancelled,P013,Stationery Item 13,Stationery,3,36.2,24.37,108.60000000000001,0.0,108.60000000000001,73.11,35.49000000000001
O00037,2026-02-21 15:04:00,2026-02,C0009,Mona Mahmoud,Unknown,New,web,cancelled,P014,Stationery Item 14,Stationery,1,19.65,13.27,19.65,0.0,19.65,13.27,6.379999999999999
O00037,2026-02-21 15:04:00,2026-02,C0009,Mona Mahmoud,Unknown,New,web,cancelled,P006,Electronics Item 6,Electronics,3,593.11,420.0,1779.33,0.0,1779.33,1260.0,519.3299999999999
O00038,2026-03-14 09:05:00,2026-03,C0020,Dina Fathy,Abu Dhabi,VIP,web,completed,P010,Fitness Item 10,Fitness,4,296.73,186.54,1186.92,118.69200000000001,1068.228,746.16,322.0680000000001
O00038,2026-03-14 09:05:00,2026-03,C0020,Dina Fathy,Abu Dhabi,VIP,web,completed,P015,Home Item 15,Home,4,197.31,119.65,789.24,78.92399999999999,710.316,478.6,231.716
O00039,2026-03-19 19:50:00,2026-03,C0054,Nour Ibrahim,Jeddah,New,mobile,cancelled,P018,Fitness Item 18,Fitness,2,51.76,25.63,103.52,10.352,93.16799999999999,51.26,41.907999999999994
O00039,2026-03-19 19:50:00,2026-03,C0054,Nour Ibrahim,Jeddah,New,mobile,cancelled,P009,Electronics Item 9,Electronics,1,361.92,249.88,361.92,36.192,325.728,249.88,75.84800000000001
O00039,2026-03-19 19:50:00,2026-03,C0054,Nour Ibrahim,Jeddah,New,mobile,cancelled,P015,Home Item 15,Home,3,197.31,119.65,591.9300000000001,59.19300000000001,532.7370000000001,358.95000000000005,173.78700000000003
O00039,2026-03-19 19:50:00,2026-03,C0054,Nour Ibrahim,Jeddah,New,mobile,cancelled,P007,Electronics Item 7,Electronics,1,532.56,274.62,532.56,53.25599999999999,479.304,274.62,204.68399999999997
O00040,2026-02-27 14:19:00,2026-02,C0049,Karim Sayed,Dubai,Returning,partner,cancelled,P003,Electronics Item 3,Electronics,1,361.37,258.68,361.37,0.0,361.37,258.68,102.69
O00041,2026-03-21 01:39:00,2026-03,C0073,Laila Nabil,Dubai,Returning,web,refunded,P016,Accessories Item 16,Accessories,1,43.83,20.74,43.83,0.0,43.83,20.74,23.09
O00041,2026-03-21 01:39:00,2026-03,C0073,Laila Nabil,Dubai,Returning,web,refunded,P010,Fitness Item 10,Fitness,5,296.73,186.54,1483.65,0.0,1483.65,932.6999999999999,550.9500000000002
O00042,2026-02-03 21:05:00,2026-02,C0028,Ahmed Ibrahim,Abu Dhabi,New,mobile,completed,P004,Fitness Item 4,Uncategorized,3,82.5,54.36,247.5,0.0,247.5,163.07999999999998,84.42000000000002
O00042,2026-02-03 21:05:00,2026-02,C0028,Ahmed Ibrahim,Abu Dhabi,New,mobile,completed,P008,Fitness Item 8,Fitness,2,155.43,163.2,310.86,0.0,310.86,326.4,-15.539999999999964
O00043,2026-01-10 05:00:00,2026-01,C0071,Tarek Farouk,Alexandria,Returning,partner,completed,P008,Fitness Item 8,Fitness,2,155.43,163.2,310.86,46.629000000000005,264.231,326.4,-62.16899999999998
O00043,2026-01-10 05:00:00,2026-01,C0071,Tarek Farouk,Alexandria,Returning,partner,completed,P013,Stationery Item 13,Stationery,2,36.2,24.37,72.4,10.86,61.540000000000006,48.74,12.800000000000004
O00043,2026-01-10 05:00:00,2026-01,C0071,Tarek Farouk,Alexandria,Returning,partner,completed,P010,Fitness Item 10,Fitness,1,296.73,186.54,296.73,44.50950000000001,252.22050000000002,186.54,65.68050000000002
O00043,2026-01-10 05:00:00,2026-01,C0071,Tarek Farouk,Alexandria,Returning,partner,completed,P016,Accessories Item 16,Accessories,2,43.83,20.74,87.66,13.149,74.511,41.48,33.031
O00044,2026-03-02 09:02:00,2026-03,C0077,Mona Sayed,Dubai,New,branch,completed,P011,Stationery Item 11,Stationery,4,25.67,17.09,102.68,15.402000000000001,87.278,68.36,18.918000000000006
O00044,2026-03-02 09:02:00,2026-03,C0077,Mona Sayed,Dubai,New,branch,completed,P014,Stationery Item 14,Stationery,1,19.65,13.27,19.65,2.9475,16.7025,13.27,3.432500000000001
O00044,2026-03-02 09:02:00,2026-03,C0077,Mona Sayed,Dubai,New,branch,completed,P005,Stationery Item 5,Stationery,1,17.79,8.79,17.79,2.6685,15.1215,8.79,6.3315
O00044,2026-03-02 09:02:00,2026-03,C0077,Mona Sayed,Dubai,New,branch,completed,P019,Stationery Item 19,Stationery,2,28.68,18.98,57.36,8.604,48.756,37.96,10.796
O00045,2026-03-31 14:04:00,2026-03,C0037,Nour Hassan,Dubai,Returning,mobile,refunded,P007,Electronics Item 7,Electronics,1,532.56,274.62,532.56,0.0,532.56,274.62,257.93999999999994
O00045,2026-03-31 14:04:00,2026-03,C0037,Nour Hassan,Dubai,Returning,mobile,refunded,P008,Fitness Item 8,Fitness,2,155.43,163.2,310.86,0.0,310.86,326.4,-15.539999999999964
O00046,2026-03-26 06:27:00,2026-03,C0076,Tarek Samir,Dubai,VIP,mobile,completed,P009,Electronics Item 9,Electronics,3,361.92,249.88,1085.76,162.864,922.896,749.64,173.25599999999997
O00046,2026-03-26 06:27:00,2026-03,C0076,Tarek Samir,Dubai,VIP,mobile,completed,P016,Accessories Item 16,Accessories,2,43.83,20.74,87.66,13.149,74.511,41.48,33.031
O00046,2026-03-26 06:27:00,2026-03,C0076,Tarek Samir,Dubai,VIP,mobile,completed,P012,Fitness Item 12,Fitness,1,145.22,104.86,145.22,21.783,123.437,104.86,18.576999999999998
O00047,2026-02-04 04:04:00,2026-02,C0020,Dina Fathy,Abu Dhabi,VIP,mobile,completed,P006,Electronics Item 6,Electronics,4,593.11,420.0,2372.44,0.0,2372.44,1680.0,692.44
O00047,2026-02-04 04:04:00,2026-02,C0020,Dina Fathy,Abu Dhabi,VIP,mobile,completed,P002,Electronics Item 2,Electronics,2,249.77,148.0,499.54,0.0,499.54,296.0,203.54000000000002
O00047,2026-02-04 04:04:00,2026-02,C0020,Dina Fathy,Abu Dhabi,VIP,mobile,completed,P003,Electronics Item 3,Electronics,4,361.37,258.68,1445.48,0.0,1445.48,1034.72,410.76
O00047,2026-02-04 04:04:00,2026-02,C0020,Dina Fathy,Abu Dhabi,VIP,mobile,completed,P001,Accessories Item 1,Accessories,1,99.69,49.27,99.69,0.0,99.69,49.27,50.419999999999995
O00048,2026-03-14 09:28:00,2026-03,C0077,Mona Sayed,Dubai,New,partner,completed,P017,Home Item 17,Home,2,77.76,42.83,155.52,23.328000000000003,132.192,85.66,46.53200000000001
O00049,2026-03-31 12:17:00,2026-03,C0039,Hana Adel,Riyadh,New,partner,cancelled,P016,Accessories Item 16,Accessories,1,43.83,20.74,43.83,2.1914999999999996,41.6385,20.74,20.898500000000002
O00049,2026-03-31 12:17:00,2026-03,C0039,Hana Adel,Riyadh,New,partner,cancelled,P014,Stationery Item 14,Stationery,1,19.65,13.27,19.65,0.9825,18.667499999999997,13.27,5.397499999999997
O00049,2026-03-31 12:17:00,2026-03,C0039,Hana Adel,Riyadh,New,partner,cancelled,P009,Electronics Item 9,Electronics,2,361.92,249.88,723.84,36.192,687.648,499.76,187.88800000000003
O00049,2026-03-31 12:17:00,2026-03,C0039,Hana Adel,Riyadh,New,partner,cancelled,P017,Home Item 17,Home,3,77.76,42.83,233.28000000000003,11.664000000000001,221.61600000000004,128.49,93.12600000000003
O00050,2026-03-18 01:56:00,2026-03,C0011,Ali Ibrahim,Dammam,Returning,branch,completed,P004,Fitness Item 4,Uncategorized,4,82.5,54.36,330.0,33.0,297.0,217.44,79.56
O00050,2026-03-18 01:56:00,2026-03,C0011,Ali Ibrahim,Dammam,Returning,branch,completed,P008,Fitness Item 8,Fitness,1,155.43,163.2,155.43,15.543000000000001,139.887,163.2,-23.312999999999988
O00051,2026-01-04 02:14:00,2026-01,C0033,Youssef Hassan,Dammam,New,web,refunded,P009,Electronics Item 9,Electronics,3,361.92,249.88,1085.76,162.864,922.896,749.64,173.25599999999997
O00051,2026-01-04 02:14:00,2026-01,C0033,Youssef Hassan,Dammam,New,web,refunded,P013,Stationery Item 13,Stationery,2,36.2,24.37,72.4,10.86,61.540000000000006,48.74,12.800000000000004
O00051,2026-01-04 02:14:00,2026-01,C0033,Youssef Hassan,Dammam,New,web,refunded,P008,Fitness Item 8,Fitness,1,155.43,163.2,155.43,23.314500000000002,132.1155,163.2,-31.08449999999999
O00052,2026-03-15 01:48:00,2026-03,C0035,Hassan Mahmoud,Abu Dhabi,New,partner,completed,P002,Electronics Item 2,Electronics,1,249.77,148.0,249.77,24.977000000000004,224.793,148.0,76.793
O00053,2026-02-05 05:37:00,2026-02,C0057,Youssef Samir,Dubai,New,partner,completed,P002,Electronics Item 2,Electronics,2,249.77,148.0,499.54,0.0,499.54,296.0,203.54000000000002
O00053,2026-02-05 05:37:00,2026-02,C0057,Youssef Samir,Dubai,New,partner,completed,P003,Electronics Item 3,Electronics,2,361.37,258.68,722.74,0.0,722.74,517.36,205.38
O00053,2026-02-05 05:37:00,2026-02,C0057,Youssef Samir,Dubai,New,partner,completed,P011,Stationery Item 11,Stationery,2,25.67,17.09,51.34,0.0,51.34,34.18,17.160000000000004
O00053,2026-02-05 05:37:00,2026-02,C0057,Youssef Samir,Dubai,New,partner,completed,P004,Fitness Item 4,Uncategorized,4,82.5,54.36,330.0,0.0,330.0,217.44,112.56
O00054,2026-02-14 13:21:00,2026-02,C0061,Mariam Sayed,Dammam,Returning,web,completed,P007,Electronics Item 7,Electronics,4,532.56,274.62,2130.24,0.0,2130.24,1098.48,1031.7599999999998
